promo_date,property,campaign,channel,promo_spend,redemptions,promo_revenue,is_duplicate_row,is_negative_spend,roi
2025-09-08,RW_NYC,Holiday Boost,Onsite,1547.93,159,4677.04,No,No,3.0215
2025-09-08,RW_NYC,VIP Reload,Email,454.29,81,1071.33,No,No,2.3583
2025-09-08,RW_NYC,VIP Reload,SMS,1368.56,150,4289.0,No,No,3.134
2025-09-08,RW_NYC,VIP Reload,App,2529.35,175,6939.03,No,No,2.7434
2025-09-08,RW_NYC,VIP Reload,Onsite,386.56,266,1033.69,No,No,2.6741
2025-09-08,RW_NYC,Slots Frenzy,Email,873.82,124,2367.53,No,No,2.7094
2025-09-08,RW_NYC,Slots Frenzy,SMS,894.7,155,2209.56,No,No,2.4696
2025-09-08,RW_NYC,Slots Frenzy,App,1950.91,280,6119.62,No,No,3.1368
2025-09-08,RW_NYC,Slots Frenzy,Onsite,1707.68,251,3685.84,No,No,2.1584
2025-09-09,RW_NYC,Fall Bonus,Email,925.04,151,2230.04,No,No,2.4107
2025-09-09,RW_NYC,Fall Bonus,SMS,468.12,154,1350.0,No,No,2.8839
2025-09-09,RW_NYC,Fall Bonus,App,1668.32,326,5681.41,No,No,3.4055
2025-09-09,RW_NYC,Fall Bonus,Onsite,1953.69,185,7379.33,No,No,3.7771
2025-09-09,RW_NYC,Holiday Boost,Email,894.7,48,2671.86,No,No,2.9863
2025-09-09,RW_NYC,Holiday Boost,SMS,1299.39,165,3466.65,No,No,2.6679
2025-09-09,RW_NYC,Holiday Boost,App,2118.73,217,3464.13,No,No,1.635
2025-09-09,RW_NYC,Holiday Boost,Onsite,1657.42,97,4389.56,No,No,2.6484
2025-09-09,RW_NYC,VIP Reload,Email,878.08,109,2094.18,No,No,2.385
2025-09-09,RW_NYC,VIP Reload,SMS,1490.85,178,5218.22,No,No,3.5002
2025-09-09,RW_NYC,VIP Reload,App,1104.37,202,3242.1,No,No,2.9357
2025-09-09,RW_NYC,VIP Reload,Onsite,3221.42,282,9894.61,No,No,3.0715
2025-09-09,RW_NYC,Slots Frenzy,Email,881.1,167,2539.62,No,No,2.8823
2025-09-09,RW_NYC,Slots Frenzy,SMS,892.05,123,2451.93,No,No,2.7486
2025-09-09,RW_NYC,Slots Frenzy,App,2348.9,177,5190.02,No,No,2.2096
2025-09-09,RW_NYC,Slots Frenzy,Onsite,2064.44,285,6270.33,No,No,3.0373
2025-09-10,RW_NYC,Fall Bonus,Email,638.53,28,2301.21,No,No,3.6039
2025-09-10,RW_NYC,Fall Bonus,SMS,769.22,159,1691.64,No,No,2.1992
2025-09-10,RW_NYC,Fall Bonus,App,1873.44,54,4027.74,No,No,2.1499
2025-09-10,RW_NYC,Fall Bonus,Onsite,1277.5,224,3895.62,No,No,3.0494
2025-09-10,RW_NYC,Holiday Boost,Email,548.72,98,1478.4,No,No,2.6943
2025-09-10,RW_NYC,Holiday Boost,SMS,918.34,113,1720.21,No,No,1.8732
2025-09-10,RW_NYC,Holiday Boost,App,1198.4,274,4437.06,No,No,3.7025
2025-09-10,RW_NYC,Holiday Boost,Onsite,1096.31,221,3454.99,No,No,3.1515
2025-09-10,RW_NYC,VIP Reload,Email,1079.54,140,2039.6,No,No,1.8893
2025-09-10,RW_NYC,VIP Reload,SMS,1383.85,191,3141.26,No,No,2.2699
2025-09-10,RW_NYC,VIP Reload,App,2821.9,170,6039.23,No,No,2.1401
2025-09-10,RW_NYC,VIP Reload,Onsite,2046.3,283,7130.75,No,No,3.4847
2025-09-10,RW_NYC,Slots Frenzy,Email,1233.94,1,2501.64,No,No,2.0274
2025-09-10,RW_NYC,Slots Frenzy,SMS,1673.45,115,6208.19,No,No,3.7098
2025-09-10,RW_NYC,Slots Frenzy,App,1539.53,176,5148.0,No,No,3.3439
2025-09-10,RW_NYC,Slots Frenzy,Onsite,1719.56,147,4701.08,No,No,2.7339
2025-09-11,RW_NYC,Fall Bonus,Email,802.21,138,1309.51,No,No,1.6324
2025-09-11,RW_NYC,Fall Bonus,SMS,266.16,176,596.93,No,No,2.2427
2025-09-11,RW_NYC,Fall Bonus,App,2005.99,284,3580.01,No,No,1.7847
2025-09-11,RW_NYC,Fall Bonus,Onsite,2684.09,253,9666.23,No,No,3.6013
2025-09-11,RW_NYC,Holiday Boost,Email,930.15,105,2711.96,No,No,2.9156
2025-09-11,RW_NYC,Holiday Boost,SMS,1257.65,198,2205.75,No,No,1.7539
2025-09-11,RW_NYC,Holiday Boost,App,939.53,269,3222.85,No,No,3.4303
2025-09-11,RW_NYC,Holiday Boost,Onsite,1232.22,267,3723.52,No,No,3.0218
2025-09-11,RW_NYC,VIP Reload,Email,1237.58,174,4363.38,No,No,3.5257
2025-09-11,RW_NYC,VIP Reload,SMS,747.9,154,1624.95,No,No,2.1727
2025-09-11,RW_NYC,VIP Reload,App,1281.52,211,4048.07,No,No,3.1588
2025-09-11,RW_NYC,VIP Reload,Onsite,1301.69,166,4447.91,No,No,3.417
2025-09-11,RW_NYC,Slots Frenzy,Email,450.44,163,1165.67,No,No,2.5878
2025-09-11,RW_NYC,Slots Frenzy,SMS,1208.95,179,2418.44,No,No,2.0004
2025-09-11,RW_NYC,Slots Frenzy,App,2453.81,107,5260.55,No,No,2.1438
2025-09-11,RW_NYC,Slots Frenzy,Onsite,2018.14,280,3947.53,No,No,1.956
2025-09-12,RW_NYC,Fall Bonus,Email,564.5,137,1577.53,No,No,2.7946
2025-09-12,RW_NYC,Fall Bonus,SMS,1447.64,177,2686.78,No,No,1.856
2025-09-12,RW_NYC,Fall Bonus,App,1275.65,113,3117.07,No,No,2.4435
2025-09-12,RW_NYC,Fall Bonus,Onsite,1232.4,99,4023.06,No,No,3.2644
2025-09-12,RW_NYC,Holiday Boost,Email,656.39,42,1613.76,No,No,2.4585
2025-09-12,RW_NYC,Holiday Boost,SMS,1563.63,108,3878.65,No,No,2.4805
2025-09-12,RW_NYC,Holiday Boost,App,1358.68,173,4512.17,No,No,3.321
2025-09-12,RW_NYC,Holiday Boost,Onsite,1904.67,241,5686.85,No,No,2.9857
2025-09-12,RW_NYC,VIP Reload,Email,1514.61,90,4911.98,No,No,3.2431
2025-09-12,RW_NYC,VIP Reload,SMS,1487.74,198,5368.59,No,No,3.6086
2025-09-12,RW_NYC,VIP Reload,App,1232.17,144,2131.95,No,No,1.7302
2025-09-12,RW_NYC,VIP Reload,Onsite,2454.25,417,8321.52,No,No,3.3907
2025-09-12,RW_NYC,Slots Frenzy,Email,663.3,100,1620.29,No,No,2.4428
2025-09-12,RW_NYC,Slots Frenzy,SMS,1336.02,157,3989.36,No,No,2.986
2025-09-12,RW_NYC,Slots Frenzy,App,637.28,240,2188.63,No,No,3.4343
2025-09-12,RW_NYC,Slots Frenzy,Onsite,1774.9,190,6499.2,No,No,3.6617
2025-09-13,RW_NYC,Fall Bonus,Email,1324.69,66,2355.36,No,No,1.778
2025-09-13,RW_NYC,Fall Bonus,SMS,2386.16,195,4918.81,No,No,2.0614
2025-09-13,RW_NYC,Fall Bonus,App,2206.47,103,6394.28,No,No,2.898
2025-09-13,RW_NYC,Fall Bonus,Onsite,1859.96,172,7066.76,No,No,3.7994
2025-09-13,RW_NYC,Holiday Boost,Email,1422.69,80,2907.34,No,No,2.0436
2025-09-13,RW_NYC,Holiday Boost,SMS,2022.06,1,5886.7,No,No,2.9112
2025-09-13,RW_NYC,Holiday Boost,App,2416.13,259,7587.53,No,No,3.1404
2025-09-13,RW_NYC,Holiday Boost,Onsite,2201.74,248,5102.45,No,No,2.3175
2025-09-13,RW_NYC,VIP Reload,Email,1063.67,197,2308.95,No,No,2.1707
2025-09-13,RW_NYC,VIP Reload,SMS,1632.82,131,4899.43,No,No,3.0006
2025-09-13,RW_NYC,VIP Reload,App,1933.48,177,3283.05,No,No,1.698
2025-09-13,RW_NYC,VIP Reload,Onsite,2990.99,123,9063.98,No,No,3.0304
2025-09-13,RW_NYC,Slots Frenzy,Email,1493.04,138,5005.48,No,No,3.3525
2025-09-13,RW_NYC,Slots Frenzy,SMS,1875.69,57,5966.82,No,No,3.1811
2025-09-13,RW_NYC,Slots Frenzy,App,1824.38,284,6432.95,No,No,3.5261
2025-09-13,RW_NYC,Slots Frenzy,Onsite,1300.12,198,2921.46,No,No,2.2471
2025-09-14,RW_NYC,Fall Bonus,Email,1240.19,140,3269.89,No,No,2.6366
2025-09-14,RW_NYC,Fall Bonus,SMS,1003.83,195,2726.75,No,No,2.7163
2025-09-14,RW_NYC,Fall Bonus,App,636.18,113,1281.07,No,No,2.0137
2025-09-14,RW_NYC,Fall Bonus,Onsite,3164.42,304,9492.98,No,No,2.9999
2025-09-14,RW_NYC,Holiday Boost,Email,931.61,219,3238.01,No,No,3.4757
2025-09-14,RW_NYC,Holiday Boost,SMS,1857.26,181,4647.5,No,No,2.5023
2025-09-14,RW_NYC,Holiday Boost,App,1232.5,257,2197.24,No,No,1.7828
2025-09-14,RW_NYC,Holiday Boost,Onsite,1935.72,277,3291.76,No,No,1.7005
2025-09-14,RW_NYC,VIP Reload,Email,1263.84,130,4160.33,No,No,3.2918
2025-09-14,RW_NYC,VIP Reload,SMS,631.59,154,1101.19,No,No,1.7435
2025-09-14,RW_NYC,VIP Reload,App,2357.26,136,8495.47,No,No,3.604
2025-09-14,RW_NYC,VIP Reload,Onsite,2624.37,303,4937.31,No,No,1.8813
2025-09-14,RW_NYC,Slots Frenzy,Email,555.3,206,1310.57,No,No,2.3601
2025-09-14,RW_NYC,Slots Frenzy,SMS,1297.4,249,4488.18,No,No,3.4594
2025-09-14,RW_NYC,Slots Frenzy,App,2225.68,157,4722.63,No,No,2.1219
2025-09-14,RW_NYC,Slots Frenzy,Onsite,2774.8,223,7033.82,No,No,2.5349
2025-09-15,RW_NYC,Fall Bonus,Email,970.44,173,2179.84,No,No,2.2462
2025-09-15,RW_NYC,Fall Bonus,SMS,1698.19,185,3556.66,No,No,2.0944
2025-09-15,RW_NYC,Fall Bonus,App,1799.6,219,4436.83,No,No,2.4655
2025-09-15,RW_NYC,Fall Bonus,Onsite,3238.71,234,5649.23,No,No,1.7443
2025-09-15,RW_NYC,Holiday Boost,Email,1407.76,126,2965.88,No,No,2.1068
2025-09-15,RW_NYC,Holiday Boost,SMS,999.32,132,3369.59,No,No,3.3719
2025-09-15,RW_NYC,Holiday Boost,App,2695.65,85,6169.86,No,No,2.2888
2025-09-15,RW_NYC,Holiday Boost,Onsite,2103.06,131,6815.46,No,No,3.2407
2025-09-15,RW_NYC,VIP Reload,Email,817.37,43,2466.0,No,No,3.017
2025-09-15,RW_NYC,VIP Reload,SMS,1733.18,52,3314.14,No,No,1.9122
2025-09-15,RW_NYC,VIP Reload,App,1774.17,224,3905.88,No,No,2.2015
2025-09-15,RW_NYC,VIP Reload,Onsite,1149.83,236,3150.23,No,No,2.7397
2025-09-15,RW_NYC,Slots Frenzy,Email,913.16,147,1889.97,No,No,2.0697
2025-09-15,RW_NYC,Slots Frenzy,SMS,1613.94,81,5625.31,No,No,3.4855
2025-09-15,RW_NYC,Slots Frenzy,App,1243.49,39,4203.72,No,No,3.3806
2025-09-15,RW_NYC,Slots Frenzy,Onsite,526.0,214,1742.53,No,No,3.3128
2025-09-16,RW_NYC,Fall Bonus,Email,697.45,93,1511.98,No,No,2.1679
2025-09-16,RW_NYC,Fall Bonus,SMS,912.26,187,2365.38,No,No,2.5929
2025-09-16,RW_NYC,Fall Bonus,App,1750.39,126,3333.12,No,No,1.9042
2025-09-16,RW_NYC,Fall Bonus,Onsite,1107.27,158,3228.56,No,No,2.9158
2025-09-16,RW_NYC,Holiday Boost,Email,1216.12,153,4066.15,No,No,3.3435
2025-09-16,RW_NYC,Holiday Boost,SMS,1734.72,155,4863.41,No,No,2.8036
2025-09-16,RW_NYC,Holiday Boost,App,1268.04,167,3682.41,No,No,2.904
2025-09-16,RW_NYC,Holiday Boost,Onsite,2667.9,254,8464.62,No,No,3.1728
2025-09-16,RW_NYC,VIP Reload,Email,750.72,40,2486.21,No,No,3.3118
2025-09-16,RW_NYC,VIP Reload,SMS,564.05,156,2065.33,No,No,3.6616
2025-09-16,RW_NYC,VIP Reload,App,558.14,190,1520.8,No,No,2.7248
2025-09-16,RW_NYC,VIP Reload,Onsite,1128.25,184,3447.22,No,No,3.0554
2025-09-16,RW_NYC,Slots Frenzy,Email,771.04,199,1506.66,No,No,1.9541
2025-09-16,RW_NYC,Slots Frenzy,SMS,169.46,133,433.57,No,No,2.5585
2025-09-16,RW_NYC,Slots Frenzy,App,2033.05,175,4157.39,No,No,2.0449
2025-09-16,RW_NYC,Slots Frenzy,Onsite,1262.78,287,2502.19,No,No,1.9815
2025-09-17,RW_NYC,Fall Bonus,Email,1145.27,128,2472.37,No,No,2.1588
2025-09-17,RW_NYC,Fall Bonus,SMS,488.48,187,1578.58,No,No,3.2316
2025-09-17,RW_NYC,Fall Bonus,App,329.08,182,1001.56,No,No,3.0435
2025-09-17,RW_NYC,Fall Bonus,Onsite,905.84,248,2278.79,No,No,2.5157
2025-09-17,RW_NYC,Holiday Boost,Email,1568.89,129,3001.63,No,No,1.9132
2025-09-17,RW_NYC,Holiday Boost,SMS,1578.26,158,3178.4,No,No,2.0139
2025-09-17,RW_NYC,Holiday Boost,App,1037.77,308,1870.65,No,No,1.8026
2025-09-17,RW_NYC,Holiday Boost,Onsite,2448.37,187,6188.42,No,No,2.5276
2025-09-17,RW_NYC,VIP Reload,Email,714.33,157,2437.47,No,No,3.4122
2025-09-17,RW_NYC,VIP Reload,SMS,1380.2,211,2827.8,No,No,2.0488
2025-09-17,RW_NYC,VIP Reload,App,2500.83,216,5556.95,No,No,2.222
2025-09-17,RW_NYC,VIP Reload,Onsite,2276.5,222,8637.6,No,No,3.7942
2025-09-17,RW_NYC,Slots Frenzy,Email,960.08,103,2710.81,No,No,2.8235
2025-09-17,RW_NYC,Slots Frenzy,SMS,825.14,91,3079.76,No,No,3.7324
2025-09-17,RW_NYC,Slots Frenzy,App,1729.84,275,5168.43,No,No,2.9878
2025-09-17,RW_NYC,Slots Frenzy,Onsite,335.09,270,1139.39,No,No,3.4003
2025-09-18,RW_NYC,Fall Bonus,Email,671.48,26,1251.64,No,No,1.864
2025-09-18,RW_NYC,Fall Bonus,SMS,1457.87,170,3185.41,No,No,2.185
2025-09-18,RW_NYC,Fall Bonus,App,1309.29,246,4646.65,No,No,3.549
2025-09-18,RW_NYC,Fall Bonus,Onsite,1122.71,242,3729.57,No,No,3.3219
2025-09-18,RW_NYC,Holiday Boost,Email,796.14,89,2175.76,No,No,2.7329
2025-09-18,RW_NYC,Holiday Boost,SMS,1120.14,165,3260.23,No,No,2.9106
2025-09-18,RW_NYC,Holiday Boost,App,753.06,246,2204.83,No,No,2.9278
2025-09-18,RW_NYC,Holiday Boost,Onsite,2342.47,212,4568.25,No,No,1.9502
2025-09-18,RW_NYC,VIP Reload,Email,859.73,111,2831.38,No,No,3.2933
2025-09-18,RW_NYC,VIP Reload,SMS,1750.1,207,5712.26,No,No,3.264
2025-09-18,RW_NYC,VIP Reload,App,2055.61,212,3971.29,No,No,1.9319
2025-09-18,RW_NYC,VIP Reload,Onsite,513.9,185,1439.75,No,No,2.8016
2025-09-18,RW_NYC,Slots Frenzy,Email,776.85,99,2923.59,No,No,3.7634
2025-09-18,RW_NYC,Slots Frenzy,SMS,1198.78,54,4334.54,No,No,3.6158
2025-09-18,RW_NYC,Slots Frenzy,App,1059.9,134,3008.99,No,No,2.8389
2025-09-18,RW_NYC,Slots Frenzy,Onsite,924.5,325,1640.9,No,No,1.7749
2025-09-19,RW_NYC,Fall Bonus,Email,1396.44,53,4567.94,No,No,3.2711
2025-09-19,RW_NYC,Fall Bonus,SMS,642.96,171,2216.21,No,No,3.4469
2025-09-19,RW_NYC,Fall Bonus,App,2265.67,174,4388.81,No,No,1.9371
2025-09-19,RW_NYC,Fall Bonus,Onsite,7.19,243,20.57,No,No,2.8609
2025-09-19,RW_NYC,Holiday Boost,Email,1288.6,236,4034.35,No,No,3.1308
2025-09-19,RW_NYC,Holiday Boost,SMS,1300.86,121,4237.76,No,No,3.2577
2025-09-19,RW_NYC,Holiday Boost,App,2131.1,216,5913.31,No,No,2.7748
2025-09-19,RW_NYC,Holiday Boost,Onsite,2555.95,220,6463.7,No,No,2.5289
2025-09-19,RW_NYC,VIP Reload,Email,1793.33,161,6246.56,No,No,3.4832
2025-09-19,RW_NYC,VIP Reload,SMS,1558.16,152,4459.78,No,No,2.8622
2025-09-19,RW_NYC,VIP Reload,App,913.42,150,3434.38,No,No,3.7599
2025-09-19,RW_NYC,VIP Reload,Onsite,2118.03,278,5002.81,No,No,2.362
2025-09-19,RW_NYC,Slots Frenzy,Email,1028.11,81,2972.66,No,No,2.8914
