date,hotel,rooms_available,rooms_sold,average_daily_rate,room_revenue
2024-05-12,Hotel B,185,144,276.2689447292785,39782.728041016104
2024-05-12,Hotel C,238,215,247.50533580870626,53213.64719887185
2024-05-13,Hotel A,224,189,242.42533891685406,45818.38905528541
2024-05-13,Hotel B,242,204,154.05987716130107,31428.21494090542
2024-05-13,Hotel C,184,167,276.93183499414175,46247.616444021674
2024-05-14,Hotel A,210,186,143.19657614522015,26634.56316301095
2024-05-14,Hotel B,232,199,148.93678128869547,29638.4194764504
2024-05-14,Hotel C,181,161,211.34419207695052,34026.414924389035
2024-05-15,Hotel A,218,145,135.13768040423724,19594.9636586144
2024-05-15,Hotel B,206,194,233.7264348630003,45342.928363422056
2024-05-15,Hotel C,239,144,267.3622956899715,38500.1705793559
2024-05-16,Hotel A,249,174,123.31698937287915,21457.156150880972
2024-05-16,Hotel B,242,178,152.30951821629,27111.09424249962
2024-05-16,Hotel C,216,137,288.70112770256117,39552.05449525088
2024-05-17,Hotel A,247,174,247.47097595615068,43059.949816370216
2024-05-17,Hotel B,201,170,205.24329991831593,34891.36098611371
2024-05-17,Hotel C,201,164,128.23356608625232,21030.30483814538
2024-05-18,Hotel A,229,216,241.6894062936158,52204.91175942101
2024-05-18,Hotel B,215,177,226.99125466113816,40177.45207502145
2024-05-18,Hotel C,186,115,267.8723305333394,30805.318011334028
2024-05-19,Hotel A,211,183,242.99316778917094,44467.74970541828
2024-05-19,Hotel B,205,134,204.33709501834517,27381.170732458253
2024-05-19,Hotel C,183,137,201.2496643793416,27571.2040199698
2024-05-20,Hotel A,218,171,268.6657378439814,45941.84117132082
2024-05-20,Hotel B,211,132,242.48987437344834,32008.66341729518
